knowledge_id,資料層級,類別,子類別,知識內容,適用對象,依據來源,來源連結或檔名,來源位置/備註,關鍵標籤,可信度,備註
K00671,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「美育活動」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,美育活動,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00672,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「體育」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,體育,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00673,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「通識」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,通識,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00674,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「入學年度課表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,入學年度課表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00675,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「必修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,必修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00676,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「選修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,選修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00677,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「加退選」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,加退選,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00678,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「衝堂」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,衝堂,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00679,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「先修條件」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,先修條件,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00680,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「學分規劃」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,學分規劃,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00681,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「申請表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,申請表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00682,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「計畫書」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,計畫書,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00683,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「指導教師」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,指導教師,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00684,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「組員」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,組員,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00685,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「成果發表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,成果發表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00686,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「影片」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,影片,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00687,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「履歷」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,履歷,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00688,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「面試」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,面試,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00689,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「三方合約」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,三方合約,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00690,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「週誌」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,週誌,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00691,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「成果報告」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,成果報告,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00692,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「輔導老師」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,輔導老師,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00693,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「轉學生」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,轉學生,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00694,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「雙主修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,雙主修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00695,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「輔系」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,輔系,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00696,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「外系課程」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,外系課程,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00697,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「課程大綱」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,課程大綱,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00698,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「學分數」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,學分數,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00699,Academic Knowledge Base,情境化知識補充,資源,當學生詢問資源相關的「獎學金」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,獎學金,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00700,Academic Knowledge Base,情境化知識補充,資源,當學生詢問資源相關的「AI學習中心」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,AI學習中心,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00701,Academic Knowledge Base,情境化知識補充,資源,當學生詢問資源相關的「NVIDIA DLI」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,NVIDIA DLI,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00702,Academic Knowledge Base,情境化知識補充,資源,當學生詢問資源相關的「電腦教室」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,電腦教室,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00703,Academic Knowledge Base,情境化知識補充,資源,當學生詢問資源相關的「M365」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,M365,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00704,Academic Knowledge Base,情境化知識補充,資源,當學生詢問資源相關的「跨域實驗室」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,跨域實驗室,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00705,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「外文能力」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,外文能力,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00706,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「資訊能力」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,資訊能力,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00707,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「美育活動」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,美育活動,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00708,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「體育」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,體育,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00709,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「通識」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,通識,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00710,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「入學年度課表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,入學年度課表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00711,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「必修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,必修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00712,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「選修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,選修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00713,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「加退選」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,加退選,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00714,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「衝堂」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,衝堂,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00715,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「先修條件」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,先修條件,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00716,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「學分規劃」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,學分規劃,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00717,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「申請表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,申請表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00718,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「計畫書」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,計畫書,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00719,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「指導教師」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,指導教師,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00720,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「組員」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,組員,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00721,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「成果發表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,成果發表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00722,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「影片」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,影片,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00723,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「履歷」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,履歷,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00724,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「面試」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,面試,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00725,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「三方合約」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,三方合約,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00726,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「週誌」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,週誌,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00727,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「成果報告」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,成果報告,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00728,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「輔導老師」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,輔導老師,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00729,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「轉學生」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,轉學生,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00730,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「雙主修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,雙主修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00731,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「輔系」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,輔系,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00732,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「外系課程」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,外系課程,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00733,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「課程大綱」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,課程大綱,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00734,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「學分數」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,學分數,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00735,Academic Knowledge Base,情境化知識補充,資源,當學生詢問資源相關的「獎學金」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,獎學金,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00736,Academic Knowledge Base,情境化知識補充,資源,當學生詢問資源相關的「AI學習中心」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,AI學習中心,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00737,Academic Knowledge Base,情境化知識補充,資源,當學生詢問資源相關的「NVIDIA DLI」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,NVIDIA DLI,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00738,Academic Knowledge Base,情境化知識補充,資源,當學生詢問資源相關的「電腦教室」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,電腦教室,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00739,Academic Knowledge Base,情境化知識補充,資源,當學生詢問資源相關的「M365」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,M365,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00740,Academic Knowledge Base,情境化知識補充,資源,當學生詢問資源相關的「跨域實驗室」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,跨域實驗室,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00741,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「外文能力」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,外文能力,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00742,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「資訊能力」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,資訊能力,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00743,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「美育活動」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,美育活動,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00744,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「體育」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,體育,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00745,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「通識」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,通識,情境補充",中,此筆為RAG追問策略，不是單一行政規章
