knowledge_id,類別,子類別,知識內容,適用對象,依據來源,來源連結或檔名,來源位置/備註,關鍵標籤,可信度,備註
K00685,情境化知識補充,專題,當學生詢問專題相關的「成果發表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,成果發表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00686,情境化知識補充,專題,當學生詢問專題相關的「影片」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,影片,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00687,情境化知識補充,實習,當學生詢問實習相關的「履歷」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,履歷,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00688,情境化知識補充,實習,當學生詢問實習相關的「面試」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,面試,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00689,情境化知識補充,實習,當學生詢問實習相關的「三方合約」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,三方合約,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00690,情境化知識補充,實習,當學生詢問實習相關的「週誌」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,週誌,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00691,情境化知識補充,實習,當學生詢問實習相關的「成果報告」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,成果報告,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00692,情境化知識補充,實習,當學生詢問實習相關的「輔導老師」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,輔導老師,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00693,情境化知識補充,抵免,當學生詢問抵免相關的「轉學生」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,轉學生,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00694,情境化知識補充,抵免,當學生詢問抵免相關的「雙主修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,雙主修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00695,情境化知識補充,抵免,當學生詢問抵免相關的「輔系」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,輔系,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00696,情境化知識補充,抵免,當學生詢問抵免相關的「外系課程」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,外系課程,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00697,情境化知識補充,抵免,當學生詢問抵免相關的「課程大綱」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,課程大綱,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00698,情境化知識補充,抵免,當學生詢問抵免相關的「學分數」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,學分數,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00699,情境化知識補充,資源,當學生詢問資源相關的「獎學金」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,獎學金,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00700,情境化知識補充,資源,當學生詢問資源相關的「AI學習中心」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,AI學習中心,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00701,情境化知識補充,資源,當學生詢問資源相關的「NVIDIA DLI」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,NVIDIA DLI,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00702,情境化知識補充,資源,當學生詢問資源相關的「電腦教室」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,電腦教室,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00703,情境化知識補充,資源,當學生詢問資源相關的「M365」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,M365,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00704,情境化知識補充,資源,當學生詢問資源相關的「跨域實驗室」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,跨域實驗室,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00705,情境化知識補充,畢業,當學生詢問畢業相關的「外文能力」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,外文能力,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00706,情境化知識補充,畢業,當學生詢問畢業相關的「資訊能力」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,資訊能力,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00707,情境化知識補充,畢業,當學生詢問畢業相關的「美育活動」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,美育活動,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00708,情境化知識補充,畢業,當學生詢問畢業相關的「體育」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,體育,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00709,情境化知識補充,畢業,當學生詢問畢業相關的「通識」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,通識,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00710,情境化知識補充,畢業,當學生詢問畢業相關的「入學年度課表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,入學年度課表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00711,情境化知識補充,選課,當學生詢問選課相關的「必修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,必修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00712,情境化知識補充,選課,當學生詢問選課相關的「選修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,選修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00713,情境化知識補充,選課,當學生詢問選課相關的「加退選」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,加退選,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00714,情境化知識補充,選課,當學生詢問選課相關的「衝堂」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,衝堂,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00715,情境化知識補充,選課,當學生詢問選課相關的「先修條件」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,先修條件,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00716,情境化知識補充,選課,當學生詢問選課相關的「學分規劃」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,學分規劃,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00717,情境化知識補充,專題,當學生詢問專題相關的「申請表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,申請表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00718,情境化知識補充,專題,當學生詢問專題相關的「計畫書」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,計畫書,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00719,情境化知識補充,專題,當學生詢問專題相關的「指導教師」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,指導教師,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00720,情境化知識補充,專題,當學生詢問專題相關的「組員」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,組員,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00721,情境化知識補充,專題,當學生詢問專題相關的「成果發表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,成果發表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00722,情境化知識補充,專題,當學生詢問專題相關的「影片」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,影片,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00723,情境化知識補充,實習,當學生詢問實習相關的「履歷」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,履歷,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00724,情境化知識補充,實習,當學生詢問實習相關的「面試」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,面試,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00725,情境化知識補充,實習,當學生詢問實習相關的「三方合約」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,三方合約,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00726,情境化知識補充,實習,當學生詢問實習相關的「週誌」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,週誌,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00727,情境化知識補充,實習,當學生詢問實習相關的「成果報告」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,成果報告,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00728,情境化知識補充,實習,當學生詢問實習相關的「輔導老師」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,輔導老師,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00729,情境化知識補充,抵免,當學生詢問抵免相關的「轉學生」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,轉學生,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00730,情境化知識補充,抵免,當學生詢問抵免相關的「雙主修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,雙主修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00731,情境化知識補充,抵免,當學生詢問抵免相關的「輔系」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,輔系,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00732,情境化知識補充,抵免,當學生詢問抵免相關的「外系課程」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,外系課程,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00733,情境化知識補充,抵免,當學生詢問抵免相關的「課程大綱」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,課程大綱,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00734,情境化知識補充,抵免,當學生詢問抵免相關的「學分數」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,學分數,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00735,情境化知識補充,資源,當學生詢問資源相關的「獎學金」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,獎學金,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00736,情境化知識補充,資源,當學生詢問資源相關的「AI學習中心」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,AI學習中心,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00737,情境化知識補充,資源,當學生詢問資源相關的「NVIDIA DLI」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,NVIDIA DLI,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00738,情境化知識補充,資源,當學生詢問資源相關的「電腦教室」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,電腦教室,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00739,情境化知識補充,資源,當學生詢問資源相關的「M365」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,M365,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00740,情境化知識補充,資源,當學生詢問資源相關的「跨域實驗室」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,跨域實驗室,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00741,情境化知識補充,畢業,當學生詢問畢業相關的「外文能力」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,外文能力,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00742,情境化知識補充,畢業,當學生詢問畢業相關的「資訊能力」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,資訊能力,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00743,情境化知識補充,畢業,當學生詢問畢業相關的「美育活動」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,美育活動,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00744,情境化知識補充,畢業,當學生詢問畢業相關的「體育」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,體育,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00745,情境化知識補充,畢業,當學生詢問畢業相關的「通識」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,通識,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00746,情境化知識補充,畢業,當學生詢問畢業相關的「入學年度課表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,入學年度課表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00747,情境化知識補充,選課,當學生詢問選課相關的「必修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,必修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00748,情境化知識補充,選課,當學生詢問選課相關的「選修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,選修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00749,情境化知識補充,選課,當學生詢問選課相關的「加退選」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,加退選,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00750,情境化知識補充,選課,當學生詢問選課相關的「衝堂」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,衝堂,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00751,情境化知識補充,選課,當學生詢問選課相關的「先修條件」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,先修條件,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00752,情境化知識補充,選課,當學生詢問選課相關的「學分規劃」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,學分規劃,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00753,情境化知識補充,專題,當學生詢問專題相關的「申請表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,申請表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00754,情境化知識補充,專題,當學生詢問專題相關的「計畫書」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,計畫書,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00755,情境化知識補充,專題,當學生詢問專題相關的「指導教師」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,指導教師,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00756,情境化知識補充,專題,當學生詢問專題相關的「組員」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,組員,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00757,情境化知識補充,專題,當學生詢問專題相關的「成果發表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,成果發表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00758,情境化知識補充,專題,當學生詢問專題相關的「影片」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,影片,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00759,情境化知識補充,實習,當學生詢問實習相關的「履歷」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,履歷,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00760,情境化知識補充,實習,當學生詢問實習相關的「面試」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,面試,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00761,情境化知識補充,實習,當學生詢問實習相關的「三方合約」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,三方合約,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00762,情境化知識補充,實習,當學生詢問實習相關的「週誌」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,週誌,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00763,情境化知識補充,實習,當學生詢問實習相關的「成果報告」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,成果報告,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00764,情境化知識補充,實習,當學生詢問實習相關的「輔導老師」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,輔導老師,情境補充",中,此筆為RAG追問策略，不是單一行政規章
